Textbox46,Textbox24
"Position: C, G, T","Season: 2017| Team: Northwestern| Min. Snaps: 0| Eligible: 2020, 2019, 2018"

Textbox34,Textbox30,Textbox36,Textbox31,Textbox43,Textbox18,Textbox58,Textbox53,Textbox50,Textbox4,Textbox6,Textbox2,playername,jersey,Textbox54,team,Snaps,Pass_Blocks,Run_Blocks,screen_snaps,Penalties,key_plays,Sacks,hits,hurries,bds1,Total_Pressures,inside_pressure_pct,outside_pressure_pct,bullrush_pressure_pct,unblocked_pressure_pct,Pressure_Pct,knockdown_pct,pbe,impact_runblock_pct,defeat_runblock_pct,gun_snaps,bad_snaps,snap_acc,Textbox86,Textbox90
% Inside,% Outside,38.6%,38.9%,18.3%,2.8%,5.9%,1.1%,95.5,12.5%,13.6%,2,"Hance, Blake",72 ,T,Northwestern,1013,563,439,33,2,212,5,1,30,15,36,30.6%,44.4%,16.7%,5.6%,6.4%,1.1%,95.0,11.2%,14.1%,0,0,,,
% Inside / CL,% Outside / CR,25.0%,29.2%,25.0%,20.8%,3.4%,1.6%,97.2,4.6%,12.2%,2,"North, Brad",69 ,G,Northwestern,147,78,67,3,0,10,0,0,2,0,2,0.0%,0.0%,50.0%,50.0%,2.6%,0.0%,98.1,6.0%,6.0%,127,0,100.0%,,
% Inside / CL,% Outside / CR,25.0%,29.2%,25.0%,20.8%,3.4%,1.6%,97.2,4.6%,12.2%,3,"Thomas, Jared",65 ,G,Northwestern,121,63,57,3,0,10,1,1,0,1,2,50.0%,50.0%,0.0%,0.0%,3.2%,3.2%,97.2,3.5%,8.8%,0,0,,6,0
% Inside / CL,% Outside / CR,25.0%,29.2%,25.0%,20.8%,3.4%,1.6%,97.2,4.6%,12.2%,4,"Doles, Tommy",71 ,G,Northwestern,150,80,68,3,1,17,0,1,2,0,3,0.0%,66.7%,0.0%,33.3%,3.8%,1.3%,97.2,8.8%,11.8%,0,0,,6,0
% Inside / CL,% Outside / CR,25.0%,29.2%,25.0%,20.8%,3.4%,1.6%,97.2,4.6%,12.2%,5,"Vogel, Gunnar",73 ,T,Northwestern,53,27,25,2,1,9,1,0,1,1,2,50.0%,0.0%,50.0%,0.0%,7.4%,3.7%,93.5,0.0%,24.0%,0,0,,,

